State,Date,Confirmed,Cured,Deaths
Mizoram,5/28/2020,1,1,0
Mizoram,5/29/2020,1,1,0
Mizoram,5/30/2020,1,1,0
Mizoram,5/31/2020,1,1,0
Mizoram,6/1/2020,1,1,0
Mizoram,6/2/2020,1,1,0
Mizoram,6/3/2020,13,1,0
Mizoram,6/4/2020,14,1,0
Mizoram,6/5/2020,17,1,0
Mizoram,6/6/2020,22,1,0
Mizoram,6/7/2020,24,1,0
Mizoram,6/8/2020,34,1,0
Mizoram,6/9/2020,42,1,0
Mizoram,6/10/2020,88,1,0
Mizoram,6/11/2020,93,1,0
Mizoram,6/12/2020,102,1,0
Mizoram,6/13/2020,104,1,0
Mizoram,6/14/2020,107,1,0
Mizoram,6/15/2020,112,1,0
Mizoram,6/16/2020,117,1,0
Mizoram,6/17/2020,121,1,0
Mizoram,6/18/2020,121,1,0
Mizoram,6/19/2020,130,1,0
Mizoram,6/20/2020,130,1,0
Mizoram,6/21/2020,140,9,0
Mizoram,6/22/2020,141,9,0
Mizoram,6/23/2020,141,9,0
Mizoram,6/24/2020,142,9,0
Mizoram,6/25/2020,142,19,0
Mizoram,6/26/2020,145,30,0
Mizoram,6/27/2020,145,30,0
Mizoram,6/28/2020,148,55,0
Mizoram,6/29/2020,148,55,0
Mizoram,6/30/2020,148,55,0
Mizoram,7/1/2020,160,122,0
Mizoram,7/2/2020,160,123,0
Mizoram,7/3/2020,162,126,0
Mizoram,7/4/2020,162,126,0
Mizoram,7/5/2020,164,130,0
Mizoram,7/6/2020,186,130,0
Mizoram,7/7/2020,197,133,0
Mizoram,7/8/2020,197,133,0
Mizoram,7/9/2020,197,133,0
Mizoram,7/10/2020,197,133,0
Mizoram,7/11/2020,226,143,0
Mizoram,7/12/2020,227,150,0
Mizoram,7/13/2020,231,150,0
Mizoram,7/14/2020,233,151,0
Mizoram,7/15/2020,238,159,0
Mizoram,7/16/2020,238,159,0
Mizoram,7/17/2020,272,160,0
Mizoram,7/18/2020,282,160,0
Mizoram,7/19/2020,284,167,0
Mizoram,7/20/2020,284,167,0
Mizoram,7/21/2020,297,168,0
Mizoram,7/22/2020,317,168,0
Mizoram,7/23/2020,317,179,0
Mizoram,7/24/2020,332,183,0
Mizoram,7/25/2020,361,183,0
Mizoram,7/26/2020,361,183,0
Mizoram,7/27/2020,361,193,0
Mizoram,7/28/2020,384,193,0
Mizoram,7/29/2020,384,198,0
Mizoram,7/30/2020,398,215,0
Nagaland,5/26/2020,3,0,0
Nagaland,5/27/2020,4,0,0
Nagaland,5/28/2020,4,0,0
Nagaland,5/29/2020,18,0,0
Nagaland,5/30/2020,25,0,0
Nagaland,5/31/2020,36,0,0
Nagaland,6/1/2020,43,0,0
Nagaland,6/2/2020,43,0,0
Nagaland,6/3/2020,49,0,0
Nagaland,6/4/2020,58,0,0
Nagaland,6/5/2020,80,0,0
Nagaland,6/6/2020,94,0,0
Nagaland,6/7/2020,107,0,0
Nagaland,6/8/2020,118,8,0
Nagaland,6/9/2020,123,8,0
Nagaland,6/10/2020,127,10,0
Nagaland,6/11/2020,128,22,0
Nagaland,6/12/2020,128,22,0
Nagaland,6/13/2020,156,49,0
Nagaland,6/14/2020,163,76,0
Nagaland,6/15/2020,168,88,0
Nagaland,6/16/2020,177,92,0
Nagaland,6/17/2020,179,92,0
Nagaland,6/18/2020,193,103,0
Nagaland,6/19/2020,193,103,0
Nagaland,6/20/2020,198,125,0
Nagaland,6/21/2020,201,138,0
Nagaland,6/22/2020,211,141,0
Nagaland,6/23/2020,280,141,0
Nagaland,6/24/2020,330,141,0
Nagaland,6/25/2020,347,148,0
Nagaland,6/26/2020,355,160,0
Nagaland,6/27/2020,371,162,0
Nagaland,6/28/2020,387,164,0
Nagaland,6/29/2020,415,164,0
Nagaland,6/30/2020,434,168,0
Nagaland,7/1/2020,459,168,0
Nagaland,7/2/2020,459,168,0
Nagaland,7/3/2020,501,182,0
Nagaland,7/4/2020,539,228,0
Nagaland,7/5/2020,563,228,0
Nagaland,7/6/2020,590,231,0
Nagaland,7/7/2020,625,243,0
Nagaland,7/8/2020,625,243,0
Nagaland,7/9/2020,657,304,0
Nagaland,7/10/2020,673,304,0
Nagaland,7/11/2020,732,304,0
Nagaland,7/12/2020,748,313,0
Nagaland,7/13/2020,774,327,0
Nagaland,7/14/2020,845,340,0
Nagaland,7/15/2020,896,346,0
Nagaland,7/16/2020,902,348,0
Nagaland,7/17/2020,916,391,0
Nagaland,7/18/2020,956,405,0
Nagaland,7/19/2020,978,432,0
Nagaland,7/20/2020,988,445,0
Nagaland,7/21/2020,1021,484,0
Nagaland,7/22/2020,1030,485,0
Nagaland,7/23/2020,1084,486,0
Nagaland,7/24/2020,1174,530,0
Nagaland,7/25/2020,1239,537,1
Nagaland,7/26/2020,1289,541,4
Nagaland,7/27/2020,1339,549,4
Nagaland,7/28/2020,1385,569,5
Nagaland,7/29/2020,1460,577,5
Nagaland,7/30/2020,1513,595,5
Odisha,5/1/2020,143,41,1
Odisha,5/2/2020,149,55,1
Odisha,5/3/2020,160,56,1
Odisha,5/4/2020,163,60,1
Odisha,5/5/2020,170,60,1
Odisha,5/6/2020,175,60,1
Odisha,5/7/2020,185,61,2
Odisha,5/8/2020,219,62,2
Odisha,5/9/2020,271,63,2
Odisha,5/10/2020,294,63,2
Odisha,5/11/2020,377,68,3
Odisha,5/12/2020,414,85,3
Odisha,5/13/2020,437,116,3
Odisha,5/14/2020,538,143,3
Odisha,5/15/2020,611,158,3
Odisha,5/16/2020,672,166,3
Odisha,5/17/2020,737,196,3
Odisha,5/18/2020,828,220,4
Odisha,5/19/2020,876,220,4
Odisha,5/20/2020,978,277,5
Odisha,5/21/2020,1052,307,6
Odisha,5/22/2020,1103,393,7
Odisha,5/23/2020,1189,436,7
Odisha,5/24/2020,1269,497,7
Odisha,5/25/2020,1336,550,7
Odisha,5/26/2020,1438,649,7
Odisha,5/27/2020,1517,733,7
Odisha,5/28/2020,1593,733,7
Odisha,5/29/2020,1660,887,7
Odisha,5/30/2020,1723,887,7
Odisha,5/31/2020,1819,1050,7
Odisha,6/1/2020,1948,1126,7
Odisha,6/2/2020,2104,1245,7
Odisha,6/3/2020,2245,1325,7
Odisha,6/4/2020,2388,1416,7
Odisha,6/5/2020,2478,1416,7
Odisha,6/6/2020,2608,1604,8
Odisha,6/7/2020,2781,1716,8
Odisha,6/8/2020,2856,1894,9
Odisha,6/9/2020,2994,1993,9
Odisha,6/10/2020,3140,2133,9
Odisha,6/11/2020,3250,2282,9
Odisha,6/12/2020,3386,2354,9
Odisha,6/13/2020,3498,2474,10
Odisha,6/14/2020,3723,2594,10
Odisha,6/15/2020,3909,2708,11
Odisha,6/16/2020,4055,2854,11
Odisha,6/17/2020,4163,2974,11
Odisha,6/18/2020,4338,3047,11
Odisha,6/19/2020,4512,3144,11
Odisha,6/20/2020,4677,3297,11
Odisha,6/21/2020,4856,3534,12
Odisha,6/22/2020,5160,3720,14
Odisha,6/23/2020,5303,3863,15
Odisha,6/24/2020,5470,3988,17
Odisha,6/25/2020,5752,4123,17
Odisha,6/26/2020,5962,4291,17
Odisha,6/27/2020,6180,4422,17
Odisha,6/28/2020,6350,4606,18
Odisha,6/29/2020,6614,4743,21
Odisha,6/30/2020,6859,4946,23
Odisha,7/1/2020,7065,5189,25
Odisha,7/2/2020,7316,5353,25
Odisha,7/3/2020,7545,5502,27
Odisha,7/4/2020,8106,5705,29
Odisha,7/5/2020,8601,5934,34
Odisha,7/6/2020,9070,6224,36
Odisha,7/7/2020,9526,6486,38
Odisha,7/8/2020,10097,6703,42
Odisha,7/9/2020,10624,7006,48
Odisha,7/10/2020,11201,7407,52
Odisha,7/11/2020,11956,7972,56
Odisha,7/12/2020,12526,8360,61
Odisha,7/13/2020,13121,8750,64
Odisha,7/14/2020,13737,9255,70
Odisha,7/15/2020,14280,9864,74
Odisha,7/16/2020,14898,10476,77
Odisha,7/17/2020,15392,10877,79
Odisha,7/18/2020,16110,11330,83
Odisha,7/19/2020,16701,11937,86
Odisha,7/20/2020,17437,12453,91
Odisha,7/21/2020,18110,12910,97
Odisha,7/22/2020,18757,13310,103
Odisha,7/23/2020,19835,13750,108
Odisha,7/24/2020,21099,14393,114
Odisha,7/25/2020,22693,15201,120
Odisha,7/26/2020,24013,15929,130
Odisha,7/27/2020,25389,16793,140
Odisha,7/28/2020,26892,17374,147
Odisha,7/29/2020,28107,18061,154
Odisha,7/30/2020,29175,18939,159
Puducherry,5/1/2020,8,5,0
Puducherry,5/2/2020,8,5,0
Puducherry,5/3/2020,8,5,0
Puducherry,5/4/2020,8,5,0
Puducherry,5/5/2020,9,6,0
Puducherry,5/6/2020,9,6,0
Puducherry,5/7/2020,9,6,0
Puducherry,5/8/2020,9,6,0
Puducherry,5/9/2020,9,6,0
Puducherry,5/10/2020,9,6,0
Puducherry,5/11/2020,9,6,0
Puducherry,5/12/2020,12,6,0
Puducherry,5/13/2020,13,9,1
Puducherry,5/14/2020,13,9,1
Puducherry,5/15/2020,13,9,1
Puducherry,5/16/2020,13,9,1
Puducherry,5/17/2020,13,9,1
Puducherry,5/18/2020,13,9,1
Puducherry,5/19/2020,18,9,1
Puducherry,5/20/2020,18,9,1
Puducherry,5/21/2020,18,9,0
Puducherry,5/22/2020,20,10,0
Puducherry,5/23/2020,26,10,0
Puducherry,5/24/2020,26,10,0
Puducherry,5/25/2020,41,12,0
Puducherry,5/26/2020,41,12,0
Puducherry,5/27/2020,46,12,0
Puducherry,5/28/2020,46,12,0
Puducherry,5/29/2020,51,14,0
Puducherry,5/30/2020,51,14,0
Puducherry,5/31/2020,51,14,0
Puducherry,6/1/2020,70,25,0
Puducherry,6/2/2020,74,25,0
Puducherry,6/3/2020,82,25,0
Puducherry,6/4/2020,82,25,0
Puducherry,6/5/2020,82,25,0
Puducherry,6/6/2020,99,36,0
Puducherry,6/7/2020,99,36,0
Puducherry,6/8/2020,99,36,0
Puducherry,6/9/2020,127,52,0
Puducherry,6/10/2020,127,52,0
Puducherry,6/11/2020,127,53,0
Puducherry,6/12/2020,157,67,2
Puducherry,6/13/2020,157,67,2
Puducherry,6/14/2020,176,82,2
Puducherry,6/15/2020,194,91,5
Puducherry,6/16/2020,202,95,5
Puducherry,6/17/2020,216,99,6
Puducherry,6/18/2020,245,109,7
Puducherry,6/19/2020,271,109,7
Puducherry,6/20/2020,286,118,7
Puducherry,6/21/2020,286,118,7
Puducherry,6/22/2020,366,140,8
Puducherry,6/23/2020,383,149,8
Puducherry,6/24/2020,402,165,9
Puducherry,6/25/2020,461,176,9
Puducherry,6/26/2020,502,187,9
Puducherry,6/27/2020,502,187,9
Puducherry,6/28/2020,619,221,10
Puducherry,6/29/2020,619,221,10
Puducherry,6/30/2020,619,221,10
Puducherry,7/1/2020,714,272,12
Puducherry,7/2/2020,714,272,12
Puducherry,7/3/2020,802,331,12
Puducherry,7/4/2020,802,331,12
Puducherry,7/5/2020,802,331,12
Puducherry,7/6/2020,802,331,12
Puducherry,7/7/2020,802,331,12
Puducherry,7/8/2020,930,434,14
Puducherry,7/9/2020,1008,480,14
Puducherry,7/10/2020,1151,584,14
Puducherry,7/11/2020,1272,637,17
Puducherry,7/12/2020,1337,690,18
Puducherry,7/13/2020,1418,739,18
Puducherry,7/14/2020,1468,785,18
Puducherry,7/15/2020,1531,829,18
Puducherry,7/16/2020,1596,889,21
Puducherry,7/17/2020,1743,947,22
Puducherry,7/18/2020,1832,1014,25
Puducherry,7/19/2020,1894,1066,28
Puducherry,7/20/2020,1999,1154,28
Puducherry,7/21/2020,2092,1265,29
Puducherry,7/22/2020,2179,1318,30
Puducherry,7/23/2020,2300,1369,31
Puducherry,7/24/2020,2420,1400,34
Puducherry,7/25/2020,2515,1483,35
Puducherry,7/26/2020,2654,1561,38
Puducherry,7/27/2020,2786,1645,40
Puducherry,7/28/2020,2872,1720,43
Puducherry,7/29/2020,3011,1782,47
Puducherry,7/30/2020,3177,1874,47
Punjab,5/1/2020,357,90,19
Punjab,5/2/2020,480,90,19
Punjab,5/3/2020,772,112,20
Punjab,5/4/2020,1102,117,21
Punjab,5/5/2020,1233,128,23
Punjab,5/6/2020,1451,133,25
Punjab,5/7/2020,1516,135,27
Punjab,5/8/2020,1644,149,28
Punjab,5/9/2020,1731,152,29
Punjab,5/10/2020,1762,157,31
Punjab,5/11/2020,1823,166,31
Punjab,5/12/2020,1877,168,31
Punjab,5/13/2020,1914,171,32
Punjab,5/14/2020,1924,200,32
Punjab,5/15/2020,1935,223,32
Punjab,5/16/2020,1935,305,32
Punjab,5/17/2020,1946,1257,32
Punjab,5/18/2020,1964,1366,35
Punjab,5/19/2020,1980,1547,37
Punjab,5/20/2020,2002,1642,38
Punjab,5/21/2020,2005,1794,38
Punjab,5/22/2020,2028,1819,39
Punjab,5/23/2020,2029,1847,39
Punjab,5/24/2020,2045,1870,39
Punjab,5/25/2020,2060,1898,40
Punjab,5/26/2020,2060,1898,40
Punjab,5/27/2020,2106,1918,40
Punjab,5/28/2020,2139,1918,40
Punjab,5/29/2020,2158,1946,40
Punjab,5/30/2020,2197,1949,42
Punjab,5/31/2020,2233,1967,44
Punjab,6/1/2020,2263,1987,45
Punjab,6/2/2020,2301,2000,45
Punjab,6/3/2020,2342,2017,46
Punjab,6/4/2020,2376,2029,47
Punjab,6/5/2020,2415,2043,47
Punjab,6/6/2020,2461,2069,48
Punjab,6/7/2020,2515,2092,50
Punjab,6/8/2020,2608,2106,51
Punjab,6/9/2020,2663,2128,53
Punjab,6/10/2020,2719,2167,55
Punjab,6/11/2020,2805,2232,55
Punjab,6/12/2020,2887,2259,59
Punjab,6/13/2020,2986,2282,63
Punjab,6/14/2020,3063,2327,65
Punjab,6/15/2020,3140,2356,67
Punjab,6/16/2020,3267,2443,71
Punjab,6/17/2020,3371,2461,72
Punjab,6/18/2020,3497,2538,78
Punjab,6/19/2020,3615,2570,83
Punjab,6/20/2020,3832,2636,92
Punjab,6/21/2020,3952,2678,98
Punjab,6/22/2020,4074,2700,99
Punjab,6/23/2020,4235,2825,101
Punjab,6/24/2020,4397,3047,105
Punjab,6/25/2020,4627,3099,113
Punjab,6/26/2020,4769,3192,120
Punjab,6/27/2020,4957,3201,122
Punjab,6/28/2020,5056,3320,128
Punjab,6/29/2020,5216,3526,133
Punjab,6/30/2020,5418,3764,138
Punjab,7/1/2020,5568,3867,144
Punjab,7/2/2020,5668,3867,149
Punjab,7/3/2020,5784,4144,152
Punjab,7/4/2020,5937,4266,157
Punjab,7/5/2020,6109,4306,162
Punjab,7/6/2020,6283,4408,164
Punjab,7/7/2020,6491,4494,169
Punjab,7/8/2020,6749,4554,175
Punjab,7/9/2020,6907,4828,178
Punjab,7/10/2020,7140,4945,183
Punjab,7/11/2020,7357,5017,187
Punjab,7/12/2020,7587,5040,195
Punjab,7/13/2020,7821,5392,199
Punjab,7/14/2020,8178,5586,204
Punjab,7/15/2020,8511,5663,213
Punjab,7/16/2020,8799,5867,221
Punjab,7/17/2020,9094,6277,230
Punjab,7/18/2020,9442,6373,239
Punjab,7/19/2020,9792,6454,246
Punjab,7/20/2020,10100,6535,254
Punjab,7/21/2020,10510,7118,262
Punjab,7/22/2020,10889,7389,263
Punjab,7/23/2020,11301,7641,269
Punjab,7/24/2020,11739,7741,277
Punjab,7/25/2020,12216,8096,282
Punjab,7/26/2020,12684,8297,291
Punjab,7/27/2020,13218,8810,306
Punjab,7/28/2020,13769,9064,318
Punjab,7/29/2020,14378,9752,336
Punjab,7/30/2020,14946,10213,361
Rajasthan,5/1/2020,2584,836,58
Rajasthan,5/2/2020,2666,1116,62
Rajasthan,5/3/2020,2772,1121,65
Rajasthan,5/4/2020,2886,1356,71
Rajasthan,5/5/2020,3061,1394,77
Rajasthan,5/6/2020,3158,1525,89
Rajasthan,5/7/2020,3317,1596,92
Rajasthan,5/8/2020,3427,1596,97
Rajasthan,5/9/2020,3579,1916,101
Rajasthan,5/10/2020,3708,2026,106
Rajasthan,5/11/2020,3814,2176,107
Rajasthan,5/12/2020,3988,2264,113
Rajasthan,5/13/2020,4126,2378,117
Rajasthan,5/14/2020,4328,2459,121
Rajasthan,5/15/2020,4534,2580,125
Rajasthan,5/16/2020,4727,2677,125
Rajasthan,5/17/2020,4960,2839,126
Rajasthan,5/18/2020,5202,2992,131
Rajasthan,5/19/2020,5507,3218,138
Rajasthan,5/20/2020,5845,3337,143
Rajasthan,5/21/2020,6015,3404,147
Rajasthan,5/22/2020,6227,3485,151
Rajasthan,5/23/2020,6494,3680,153
Rajasthan,5/24/2020,6742,3786,160
Rajasthan,5/25/2020,7028,3848,163
Rajasthan,5/26/2020,7300,3951,167
Rajasthan,5/27/2020,7536,4171,170
Rajasthan,5/28/2020,7703,4457,173
Rajasthan,5/29/2020,8067,4817,180
Rajasthan,5/30/2020,8365,5244,184
Rajasthan,5/31/2020,8617,5739,193
Rajasthan,6/1/2020,8831,5927,194
Rajasthan,6/2/2020,8980,6040,198
Rajasthan,6/3/2020,9373,6435,203
Rajasthan,6/4/2020,9652,6744,209
Rajasthan,6/5/2020,9862,7104,213
Rajasthan,6/6/2020,10084,7359,218
Rajasthan,6/7/2020,10331,7501,231
Rajasthan,6/8/2020,10599,7641,240
Rajasthan,6/9/2020,10763,8004,246
Rajasthan,6/10/2020,11245,8328,255
Rajasthan,6/11/2020,11600,8569,259
Rajasthan,6/12/2020,11838,8775,265
Rajasthan,6/13/2020,12068,8898,272
Rajasthan,6/14/2020,12401,9337,282
Rajasthan,6/15/2020,12694,9566,292
Rajasthan,6/16/2020,12981,9785,301
Rajasthan,6/17/2020,13216,9849,308
Rajasthan,6/18/2020,13542,10467,313
Rajasthan,6/19/2020,13857,10742,323
Rajasthan,6/20/2020,14156,10997,333
Rajasthan,6/21/2020,14536,11274,337
Rajasthan,6/22/2020,14930,11597,349
Rajasthan,6/23/2020,15232,11910,356
Rajasthan,6/24/2020,15627,12213,365
Rajasthan,6/25/2020,16009,12611,375
Rajasthan,6/26/2020,16296,12840,379
Rajasthan,6/27/2020,16660,13062,380
Rajasthan,6/28/2020,16944,13367,391
Rajasthan,6/29/2020,17271,13611,399
Rajasthan,6/30/2020,17660,13618,405
Rajasthan,7/1/2020,18014,14220,413
Rajasthan,7/2/2020,18312,14574,421
Rajasthan,7/3/2020,18662,14948,430
Rajasthan,7/4/2020,19052,15281,440
Rajasthan,7/5/2020,19532,15640,447
Rajasthan,7/6/2020,20164,15928,456
Rajasthan,7/7/2020,20688,16278,461
Rajasthan,7/8/2020,21404,16575,472
Rajasthan,7/9/2020,22063,16866,482
Rajasthan,7/10/2020,22563,17070,491
Rajasthan,7/11/2020,23174,17620,497
Rajasthan,7/12/2020,23748,17869,503
Rajasthan,7/13/2020,24392,18103,510
Rajasthan,7/14/2020,24936,18630,525
Rajasthan,7/15/2020,25571,19161,525
Rajasthan,7/16/2020,26437,19502,530
Rajasthan,7/17/2020,27174,19970,538
Rajasthan,7/18/2020,27789,20626,546
Rajasthan,7/19/2020,28500,21144,553
Rajasthan,7/20/2020,29434,21730,559
Rajasthan,7/21/2020,30390,22195,568
Rajasthan,7/22/2020,31373,22744,577
Rajasthan,7/23/2020,32334,23364,583
Rajasthan,7/24/2020,33220,23815,594
Rajasthan,7/25/2020,34178,24547,602
Rajasthan,7/26/2020,35298,25306,613
Rajasthan,7/27/2020,35909,25353,621
Rajasthan,7/28/2020,36878,26123,631
Rajasthan,7/29/2020,38514,27202,644
Rajasthan,7/30/2020,38964,27569,650
Sikkim,5/24/2020,1,0,0
Sikkim,5/25/2020,1,0,0
Sikkim,5/26/2020,1,0,0
Sikkim,5/27/2020,1,0,0
Sikkim,5/28/2020,1,0,0
Sikkim,5/29/2020,1,0,0
Sikkim,5/30/2020,1,0,0
Sikkim,5/31/2020,1,0,0
Sikkim,6/1/2020,1,0,0
Sikkim,6/2/2020,1,0,0
Sikkim,6/3/2020,1,0,0
Sikkim,6/4/2020,2,0,0
Sikkim,6/5/2020,2,0,0
Sikkim,6/6/2020,3,0,0
Sikkim,6/7/2020,7,0,0
Sikkim,6/8/2020,7,0,0
Sikkim,6/9/2020,7,0,0
Sikkim,6/10/2020,13,0,0
Sikkim,6/11/2020,13,0,0
Sikkim,6/12/2020,14,2,0
Sikkim,6/13/2020,63,2,0
Sikkim,6/14/2020,63,4,0
Sikkim,6/15/2020,68,4,0
Sikkim,6/16/2020,68,4,0
Sikkim,6/17/2020,70,4,0
Sikkim,6/18/2020,70,4,0
Sikkim,6/19/2020,70,5,0
Sikkim,6/20/2020,70,5,0
Sikkim,6/21/2020,70,25,0
Sikkim,6/22/2020,78,25,0
Sikkim,6/23/2020,78,29,0
Sikkim,6/24/2020,79,29,0
Sikkim,6/25/2020,84,39,0
Sikkim,6/26/2020,85,39,0
Sikkim,6/27/2020,86,39,0
Sikkim,6/28/2020,87,46,0
Sikkim,6/29/2020,88,49,0
Sikkim,6/30/2020,88,50,0
Sikkim,7/1/2020,89,52,0
Sikkim,7/2/2020,101,53,0
Sikkim,7/3/2020,102,53,0
Sikkim,7/4/2020,102,53,0
Sikkim,7/5/2020,103,58,0
Sikkim,7/6/2020,123,61,0
Sikkim,7/7/2020,125,65,0
Sikkim,7/8/2020,125,70,0
Sikkim,7/9/2020,133,71,0
Sikkim,7/10/2020,134,72,0
Sikkim,7/11/2020,134,80,0
Sikkim,7/12/2020,151,80,0
Sikkim,7/13/2020,153,81,0
Sikkim,7/14/2020,192,86,0
Sikkim,7/15/2020,209,87,0
Sikkim,7/16/2020,220,87,0
Sikkim,7/17/2020,243,88,0
Sikkim,7/18/2020,266,90,0
Sikkim,7/19/2020,275,90,0
Sikkim,7/20/2020,283,92,0
Sikkim,7/21/2020,305,92,0
Sikkim,7/22/2020,330,108,0
Sikkim,7/23/2020,438,112,0
Sikkim,7/24/2020,460,122,0
Sikkim,7/25/2020,477,142,0
Sikkim,7/26/2020,499,142,0
Sikkim,7/27/2020,545,148,0
Sikkim,7/28/2020,555,174,1
Sikkim,7/29/2020,579,186,1
Sikkim,7/30/2020,596,198,1
Tamil Nadu,5/1/2020,2323,1258,27
Tamil Nadu,5/2/2020,2526,1312,28
Tamil Nadu,5/3/2020,2757,1341,29
Tamil Nadu,5/4/2020,3023,1379,30
Tamil Nadu,5/5/2020,3550,1409,31
Tamil Nadu,5/6/2020,4058,1485,33
Tamil Nadu,5/7/2020,4829,1516,35
Tamil Nadu,5/8/2020,5409,1547,37
Tamil Nadu,5/9/2020,6009,1605,40
Tamil Nadu,5/10/2020,6535,1824,44
Tamil Nadu,5/11/2020,7204,1959,47
Tamil Nadu,5/12/2020,8002,2051,53
Tamil Nadu,5/13/2020,8718,2134,61
Tamil Nadu,5/14/2020,9227,2176,64
Tamil Nadu,5/15/2020,9674,2240,66
Tamil Nadu,5/16/2020,10108,2599,71
Tamil Nadu,5/17/2020,10585,3538,74
Tamil Nadu,5/18/2020,11224,4172,78
Tamil Nadu,5/19/2020,11760,4406,81
Tamil Nadu,5/20/2020,12448,4895,84
Tamil Nadu,5/21/2020,13191,5882,87
Tamil Nadu,5/22/2020,13967,6282,94
Tamil Nadu,5/23/2020,14753,7128,98
Tamil Nadu,5/24/2020,15512,7491,103
Tamil Nadu,5/25/2020,16277,8324,111
Tamil Nadu,5/26/2020,17082,8731,118
Tamil Nadu,5/27/2020,17728,9342,127
Tamil Nadu,5/28/2020,18545,9909,133
Tamil Nadu,5/29/2020,19372,10548,145
Tamil Nadu,5/30/2020,20246,11313,154
Tamil Nadu,5/31/2020,21184,12000,160
Tamil Nadu,6/1/2020,22333,12757,173
Tamil Nadu,6/2/2020,23495,13170,184
Tamil Nadu,6/3/2020,24586,13706,197
Tamil Nadu,6/4/2020,25872,14316,208
Tamil Nadu,6/5/2020,27256,14902,220
Tamil Nadu,6/6/2020,28694,15762,232
Tamil Nadu,6/7/2020,30152,16395,251
Tamil Nadu,6/8/2020,31667,16999,269
Tamil Nadu,6/9/2020,33229,17527,286
Tamil Nadu,6/10/2020,34914,18325,307
Tamil Nadu,6/11/2020,36841,19333,326
Tamil Nadu,6/12/2020,38716,20705,349
Tamil Nadu,6/13/2020,40698,22047,367
Tamil Nadu,6/14/2020,42687,23409,397
Tamil Nadu,6/15/2020,44661,24547,435
Tamil Nadu,6/16/2020,46504,25344,479
Tamil Nadu,6/17/2020,48019,26782,528
Tamil Nadu,6/18/2020,50193,27624,576
Tamil Nadu,6/19/2020,52334,28641,625
Tamil Nadu,6/20/2020,54449,30271,666
Tamil Nadu,6/21/2020,56845,31316,704
Tamil Nadu,6/22/2020,59377,32754,757
Tamil Nadu,6/23/2020,62087,34112,794
Tamil Nadu,6/24/2020,64603,35339,833
Tamil Nadu,6/25/2020,67468,37763,866
Tamil Nadu,6/26/2020,70977,39999,911
Tamil Nadu,6/27/2020,74622,41357,957
Tamil Nadu,6/28/2020,78335,44094,1025
Tamil Nadu,6/29/2020,82275,45537,1079
Tamil Nadu,6/30/2020,86224,47749,1141
Tamil Nadu,7/1/2020,90167,50074,1201
Tamil Nadu,7/2/2020,94049,52926,1264
Tamil Nadu,7/3/2020,98392,56021,1321
Tamil Nadu,7/4/2020,102721,58378,1385
Tamil Nadu,7/5/2020,107001,60592,1450
Tamil Nadu,7/6/2020,111151,62778,1510
Tamil Nadu,7/7/2020,114978,66571,1571
Tamil Nadu,7/8/2020,118594,71116,1636
Tamil Nadu,7/9/2020,122350,74167,1700
Tamil Nadu,7/10/2020,126581,78161,1765
Tamil Nadu,7/11/2020,130261,82324,1829
Tamil Nadu,7/12/2020,134226,85915,1898
Tamil Nadu,7/13/2020,138470,89532,1966
Tamil Nadu,7/14/2020,142798,92567,2032
Tamil Nadu,7/15/2020,147324,97310,2099
Tamil Nadu,7/16/2020,151820,102310,2167
Tamil Nadu,7/17/2020,156369,107416,2236
Tamil Nadu,7/18/2020,160907,110807,2315
Tamil Nadu,7/19/2020,165714,113856,2403
Tamil Nadu,7/20/2020,170693,117915,2481
Tamil Nadu,7/21/2020,175678,121776,2551
Tamil Nadu,7/22/2020,180643,126670,2626
Tamil Nadu,7/23/2020,186492,131583,3144
Tamil Nadu,7/24/2020,192964,136793,3232
Tamil Nadu,7/25/2020,199749,143297,3320
Tamil Nadu,7/26/2020,206737,151055,3409
Tamil Nadu,7/27/2020,213723,156526,3494
Tamil Nadu,7/28/2020,220716,162249,3571
Tamil Nadu,7/29/2020,227688,166956,3659
Tamil Nadu,7/30/2020,234114,172883,3741
Telangana,6/12/2020,4320,1993,165
Telangana,6/13/2020,4484,2278,174
Telangana,6/14/2020,4737,2352,182
Telangana,6/15/2020,4974,2377,185
Telangana,6/16/2020,5193,2766,187
Telangana,6/17/2020,5406,3027,191
Telangana,6/18/2020,5675,3071,192
Telangana,6/19/2020,6027,3301,195
Telangana,6/20/2020,6526,3353,198
Telangana,6/21/2020,7072,3506,203
Telangana,6/22/2020,7802,3731,210
Telangana,6/23/2020,8674,4005,217
Telangana,6/24/2020,9553,4224,220
Telangana,6/25/2020,10444,4361,225
Telangana,6/26/2020,11364,4688,230
Telangana,6/27/2020,12349,4766,237
Telangana,6/28/2020,13436,4928,243
Telangana,6/29/2020,14419,5172,247
Telangana,6/30/2020,15394,5582,253
Telangana,7/1/2020,16339,7294,260
Telangana,7/2/2020,17357,8082,267
Telangana,7/3/2020,18570,9069,275
Telangana,7/4/2020,20462,10195,283
Telangana,7/5/2020,22312,11537,288
Telangana,7/6/2020,23902,12703,295
Telangana,7/7/2020,25733,14781,306
Telangana,7/8/2020,27612,16287,313
Telangana,7/9/2020,29536,17279,324
Telangana,7/10/2020,30946,18192,331
Telangana,7/11/2020,32224,19205,339
Telangana,7/12/2020,33402,20919,348
Telangana,7/13/2020,34671,22482,356
